x,y1,y2,y3,y4
-4.7,-0.60787386,103.68186,43.834255,-81.660095
-4.6,-0.40756735,97.29475,42.181946,-75.95035
-4.5,-0.6317001,91.268074,40.75913,-70.47026
-4.4,-0.4493041,84.949,38.82039,-65.51442
-4.3,-0.65375084,79.13778,36.624355,-60.81653
-4.2,-0.17968637,73.90579,35.006172,-56.210236
-4.1,-0.56115836,68.960205,33.779385,-52.305386
-4.0,-0.17798296,63.934578,32.44919,-48.49095
-3.9,-0.5706087,59.474674,30.836279,-44.21982
-3.8,-0.24419163,55.094345,29.349688,-40.59197
-3.7,-0.5564551,50.933655,27.630793,-36.634464
-3.6,-0.24236092,46.891384,25.626741,-33.959232
-3.5,-0.3745931,42.574764,24.82308,-30.399145
-3.4,0.2038959,39.602066,23.308659,-27.442656
-3.3,0.0030491552,35.753277,22.043867,-25.403326
-3.2,0.18678197,32.3909,20.56921,-22.657923
-3.1,0.38253188,29.529924,19.16024,-20.006601
-3.0,0.4882151,27.200264,17.834888,-18.090288
-2.9,-0.12675743,24.013653,16.342466,-15.871804
-2.8,0.020579819,22.321674,16.132795,-13.734035
-2.7,-0.22580847,19.297546,14.968126,-12.143858
-2.6,-0.16245674,17.824354,13.486042,-10.655184
-2.5,0.37661245,15.3058405,12.618816,-9.306808
-2.4,0.67368823,14.318465,11.933932,-7.770075
-2.3,0.81163013,12.007784,10.189316,-6.7867346
-2.2,0.83867216,10.966549,9.784523,-5.980745
-2.1,0.1144362,9.134043,8.424338,-4.6532784
-2.0,0.33210695,7.9521313,8.01264,-4.484196
-1.9,0.09109106,6.8484206,7.049813,-3.1019497
-1.8,0.7500703,5.958109,6.857897,-2.6498725
-1.7,0.94427305,4.584349,5.642912,-2.3390431
-1.6,0.22962712,4.398402,5.3502707,-1.44133
-1.5,0.34309486,2.9756863,4.8305035,-0.8725276
-1.4,0.8391827,2.546499,3.4327726,-0.91155964
-1.3,0.9627724,1.9816387,3.4151587,-0.5138532
-1.2,0.99538696,1.2859484,3.3482182,0.19451533
-1.1,1.0275179,1.3335308,2.176777,0.21567793
-1.0,0.78981,0.84817505,1.909503,-0.33278292
-0.9,1.1294501,0.33486786,1.7267975,0.4167849
-0.8,0.71008503,0.4918178,1.5482978,0.019991545
-0.7,0.5869607,0.8308529,1.3151375,0.5622234
-0.6,0.5293878,0.4441479,1.1754836,0.62627554
-0.5,0.72382474,-0.2521474,0.24463588,0.26193595
-0.4,1.2372278,0.28242096,0.10872058,0.5432071
-0.3,1.273687,0.054857068,0.37354812,-0.39300117
-0.2,0.56794465,-0.46932375,-0.32574567,0.2138846
-0.1,0.5756274,-0.3469301,-0.44364774,0.21200792
2.842171e-13,1.1283168,0.38068765,0.25325245,-0.34769085
0.1,0.56713,-0.30809262,-0.00412393,-0.402486
0.2,0.84171903,0.35905975,0.5652951,-0.16853037
0.3,0.83945096,-0.2349235,0.37548867,-0.34797472
0.4,0.48111948,0.010760857,-0.1703826,0.65928775
0.5,1.1526564,-0.23649701,0.5546583,0.7118797
0.6,0.52831954,-0.58483595,0.6638189,0.28426433
0.7,0.9642836,0.15694675,0.76789784,0.47450602
0.8,0.85870063,-0.9082742,1.3347135,1.4663768
0.9,0.55082923,-1.1539013,2.0269694,1.6737312
1.0,1.1270719,-0.83609337,1.5644996,1.6663555
1.1,0.58279973,-1.3890284,2.8669314,3.0118337
1.2,0.4789962,-1.7308413,2.4113643,3.2644331
1.3,0.89002484,-2.4684265,3.2732015,4.027157
1.4,1.0567778,-2.3630536,3.717544,4.540531
1.5,0.6789272,-3.5523677,4.1362,5.212543
1.6,1.0698109,-3.631773,5.4282393,7.1265554
1.7,1.107609,-4.761641,6.1114426,8.140158
1.8,0.85407037,-5.5290575,6.067261,9.100354
1.9,0.18362018,-6.9117603,7.1070275,10.203647
2.0,0.43892816,-8.432008,7.9235463,11.79861
2.1,0.27863348,-9.684073,8.539175,14.001981
2.2,0.06421342,-10.56982,9.182981,15.320308
2.3,0.8078776,-11.891853,10.52264,17.924543
2.4,0.3354464,-13.780455,11.519349,19.332573
2.5,0.72786015,-15.2459545,12.72823,21.81963
2.6,0.21394192,-17.806288,13.789547,24.060005
2.7,-0.21307975,-19.260725,14.5168085,26.716145
2.8,0.49716935,-22.075403,15.895323,30.075373
2.9,0.08501534,-24.594496,16.581615,33.030937
3.0,0.04662078,-27.052258,18.414701,36.317432
3.1,-0.07711559,-29.683708,19.530458,38.96101
3.2,-0.25729328,-33.170227,20.195852,43.33136
3.3,-0.36077294,-35.579975,21.84977,46.575935
3.4,-0.53515035,-39.68127,22.823639,50.679688
3.5,-0.6097842,-42.85369,24.591604,54.64433
3.6,-0.5073981,-46.69939,25.879385,59.181286
3.7,-0.38192227,-50.625008,27.119385,64.759834
3.8,0.16836987,-55.011295,28.385567,68.83773
3.9,0.021684153,-59.317734,29.925653,74.4629
4.0,-0.82387185,-64.34141,31.575636,79.85359
4.1,-0.4708627,-68.66749,33.19414,85.32884
4.2,-0.6582661,-74.477,35.20933,91.9227
4.3,-0.22081071,-79.557846,36.513996,98.2233
4.4,-0.46293616,-85.532036,38.616837,104.949295
4.5,-0.2081293,-91.15265,40.13255,111.76418
4.6,-0.5095901,-97.39008,42.115334,118.104034
4.7,-1.0045809,-104.00376,44.079304,125.7751
4.8,-0.835163,-110.85508,46.157036,133.95479
4.9,-1.2400217,-117.61152,48.307972,141.9215
5.0,-0.4866541,-124.51539,49.901146,149.75914
5.1,-0.79955924,-133.09235,52.351086,158.83696
5.2,-0.36956185,-140.5648,53.647285,167.2018
5.3,-0.95536506,-148.39455,55.766323,177.00113
5.4,-0.42171952,-157.02173,58.51338,186.25983
5.5,-0.8838259,-166.5973,60.82731,196.83209
5.6,-0.6317712,-175.64516,62.233807,207.45442
5.7,-1.2593974,-184.82632,64.52894,218.14844
5.8,-0.88282025,-194.83305,67.432106,229.2471
5.9,-0.9563794,-205.40564,69.82078,239.84926
6.0,-1.0615219,-215.92622,72.124245,251.7479
6.1,-0.6372809,-227.06535,74.519905,263.75372
6.2,-1.2632635,-238.6058,77.18276,277.2583
6.3,-1.1363666,-250.12468,79.310295,290.0273
6.4,-1.0880156,-262.3174,82.17658,303.012
6.5,-0.98579586,-274.64908,84.57336,316.98456
6.6,-0.89657176,-287.9337,87.29234,331.3491
6.7,-0.5548492,-300.37418,90.03472,345.34006
6.8,-0.67786306,-314.9125,92.7171,360.7109
6.9,-0.5220063,-328.2623,94.88772,375.9356
7.0,-0.9882917,-342.67813,97.93497,391.75455
7.1,-1.1423998,-357.78146,101.30941,408.03656
7.2,-0.9660976,-373.14005,103.994156,425.54932
7.3,-0.95221615,-389.03616,106.75737,441.84842
7.4,-0.83753777,-404.9621,109.52127,459.57367
7.5,-1.2101544,-422.27255,112.43051,478.5009
7.6,-0.6165478,-438.95087,115.98655,496.81287
7.7,-0.63641906,-456.99347,118.28031,516.31573
7.8,-1.2097417,-474.57608,121.48839,535.269
7.9,-1.0662533,-493.33936,125.31294,555.37274
8.0,-1.0981197,-512.4686,127.57948,575.8995
8.1,-0.8821775,-531.0901,131.34666,597.4549
8.2,-0.35405505,-551.6509,134.25798,618.5983
8.3,-0.7169631,-571.8054,137.65378,640.29474
8.4,-0.8280726,-592.31006,140.86638,663.24524
8.5,-0.058370307,-613.9544,144.70317,686.5432
8.6,-0.6926859,-635.66125,148.33382,709.54816
8.7,-0.49933407,-658.90247,151.54845,734.52637
8.8,-0.7947422,-681.10016,154.57549,758.8029
8.9,0.098778516,-705.24713,158.46411,784.6234
9.0,0.10402228,-729.3309,162.21751,810.02167
9.1,-0.33868155,-753.5971,166.00581,836.1198
9.2,-0.4738983,-778.6346,169.32172,862.8667
9.3,-0.4069437,-804.2204,172.59236,890.8986
9.4,-0.06561991,-830.91455,176.33777,919.0539
9.5,0.5204523,-857.6876,180.52333,947.2078
9.6,0.43193704,-884.87897,184.80891,976.60236
9.7,0.4725826,-912.88916,188.38062,1006.5132
9.8,-0.137012,-941.1027,192.31741,1037.4342
9.9,0.14022833,-970.46783,196.37239,1068.4349
10.0,0.25316545,-999.66547,200.39096,1099.8844
10.1,0.73713404,-1030.3887,204.36685,1132.5852
10.2,0.541037,-1061.6091,208.50993,1165.0725
10.3,0.22884132,-1092.973,211.99542,1198.4124
10.4,0.6424845,-1124.5593,216.57849,1233.0376
10.5,0.5707589,-1157.5573,220.15544,1267.7773
10.6,0.61968106,-1190.8696,224.75188,1303.4683
10.7,0.3145509,-1224.8678,229.20708,1339.6233
10.8,0.21608464,-1259.7933,233.77425,1376.372
10.9,1.124681,-1294.6235,237.67882,1413.4915
11.0,0.3949147,-1330.866,242.12224,1451.854
11.1,1.1512866,-1367.7177,246.59235,1490.7065
11.2,0.2896734,-1404.5114,250.54346,1530.5598
11.3,1.305913,-1442.5457,255.25566,1570.0875
11.4,0.9166936,-1481.2097,259.6488,1611.5316
11.5,0.7632143,-1521.0764,264.73737,1652.6771
11.6,0.66624,-1560.5981,269.52542,1695.1816
11.7,0.59982,-1602.096,273.70358,1738.6635
11.8,0.48836777,-1642.7463,278.32956,1781.8062
11.9,1.1823727,-1684.7932,283.19037,1826.6157
12.0,1.4307904,-1728.0062,288.38702,1871.7316
12.1,0.8829065,-1771.2462,292.5702,1917.8303
12.2,0.8312716,-1815.5062,297.6028,1964.9766
12.3,1.29006,-1860.5483,302.79016,2012.2618
12.4,1.2837479,-1906.5415,307.06512,2060.7788
12.5,1.3642988,-1953.5436,312.5445,2109.1812
12.6,1.0336614,-2000.069,317.62534,2159.096
12.7,1.004512,-2047.9034,322.38422,2209.3557
12.8,0.6103006,-2097.2527,327.95877,2261.3257
12.9,1.1182332,-2146.2393,332.35242,2312.8237
13.0,0.9505386,-2196.9446,338.3186,2366.4512
13.1,1.2654095,-2247.8186,342.91537,2419.4907
13.2,0.96119595,-2300.4358,348.03564,2473.8943
13.3,0.54094934,-2352.363,353.52444,2529.2336
13.4,1.2173883,-2405.9883,359.14035,2585.3289
13.5,1.168913,-2460.3203,364.7729,2642.67
13.6,1.3418394,-2515.3938,370.20035,2700.7473
13.7,0.53090024,-2571.4294,375.164,2759.0095
13.8,0.6179023,-2628.14,380.8284,2818.7183
13.9,1.1763119,-2685.8884,386.37024,2879.0845
14.0,0.29542732,-2744.3394,392.36154,2939.636
14.1,0.9742847,-2803.348,397.2469,3001.85
14.2,0.35395902,-2863.2334,403.40884,3065.1052
14.3,0.5517761,-2924.0073,409.05338,3128.5151
14.4,0.5832992,-2985.8408,414.68668,3193.3997
14.5,0.81490356,-3048.681,420.37415,3258.64
14.6,0.34588775,-3112.6082,426.1506,3325.2656
14.7,0.67204165,-3176.8955,432.36804,3392.7466
14.8,0.77689564,-3241.552,438.18307,3460.9824
14.9,0.53513485,-3307.9888,443.9336,3529.7563
15.0,0.4576908,-3375.0454,450.34058,3600.253
15.1,0.7282958,-3442.4592,456.37076,3670.4912
15.2,0.46935973,-3511.5342,462.40952,3742.5994
15.3,0.033895582,-3581.1453,468.3227,3815.9482
15.4,0.22837053,-3651.7915,474.40616,3889.3108
15.5,0.46045175,-3724.237,480.85995,3964.351
15.6,-0.1303604,-3796.4146,486.75113,4039.6995
15.7,-0.031334724,-3869.881,493.43112,4116.2783
15.8,-0.016535256,-3944.0574,498.90747,4193.673
15.9,-0.54290473,-4019.9558,506.11435,4272.816
16.0,0.089833826,-4096.101,511.87134,4352.1416
16.1,-0.12501234,-4172.834,518.8577,4432.168
16.2,0.1601384,-4251.738,524.9491,4513.851
16.3,-0.50177056,-4330.2485,531.0666,4596.839
16.4,-0.7400402,-4410.457,537.885,4679.485
16.5,0.061654013,-4492.4346,544.89453,4764.4434
16.6,0.03592715,-4574.665,550.9626,4850.1445
16.7,0.01556116,-4657.6245,557.89734,4936.747
16.8,-0.19686691,-4741.6797,564.48303,5024.171
16.9,-0.3656616,-4826.818,571.2541,5112.2446
17.0,-0.6182736,-4912.7173,578.25433,5202.4263
17.1,-0.27897206,-5000.016,585.1836,5292.1743
17.2,-0.20480806,-5088.3247,591.98553,5384.7554
17.3,-0.52218235,-5177.4707,599.0418,5476.91
17.4,-0.8278721,-5268.4995,605.1683,5570.745
17.5,-1.1241993,-5359.673,612.73956,5665.832
17.6,-0.90064037,-5451.8,619.5035,5761.283
17.7,-0.35947657,-5544.981,626.581,5858.4688
17.8,-1.008607,-5639.8374,634.1788,5956.5283
17.9,-1.134358,-5735.301,641.0173,6056.1963
18.0,-0.8508567,-5832.113,647.833,6155.843
18.1,-1.0687671,-5929.8105,655.5405,6257.448
18.2,-0.8801692,-6028.388,662.93744,6359.8203
18.3,-1.106386,-6128.5747,669.7529,6463.7764
18.4,-1.0191602,-6229.3003,677.2036,6568.481
18.5,-0.9211195,-6331.7656,684.79346,6673.7036
18.6,-1.230351,-6434.5083,692.4192,6780.759
18.7,-0.91823345,-6539.5757,699.62115,6888.821
18.8,-0.5627669,-6645.0464,707.30884,6997.679
18.9,-0.91674024,-6751.2866,714.5289,7108.178
19.0,-0.7152908,-6858.522,722.4689,7219.748
19.1,-0.5498376,-6968.287,729.2677,7332.2896
19.2,-1.3990296,-7078.2627,737.25354,7446.3833
19.3,-1.1544108,-7189.4424,745.2896,7561.289
19.4,-0.60578966,-7300.9995,752.2475,7677.5894
19.5,-1.201909,-7415.3223,760.72046,7794.922
19.6,-0.53382146,-7529.9917,768.7868,7913.433
19.7,-0.48000026,-7644.8843,776.31525,8033.8
19.8,-0.9406762,-7762.675,783.80865,8154.687
19.9,-0.50645536,-7881.0195,791.9788,8276.337
